22-08-2016,224.17,225.11,222.68,222.93,2065493,N/A,6.831
19-08-2016,223.54,225.169,222.53,225,1659530,N/A,6.8944
18-08-2016,223.82,225.66,222.29,223.51,1714467,N/A,6.8488
17-08-2016,224.33,224.83,222.8,223.24,1787127,N/A,6.8405
16-08-2016,225.49,227.19,223.41,223.61,2267147,N/A,6.8519
15-08-2016,226.02,229.5,224.93,225.59,2034328,N/A,6.9125
12-08-2016,225.41,226.65,224.04,225.61,1813540,N/A,6.9131
11-08-2016,226.17,227.57,223.41,224.91,1880936,N/A,6.8917
10-08-2016,228.24,229.87,224.62,225.65,2338301,N/A,6.9144
09-08-2016,226.82,231.538,226.65,229.08,2207833,N/A,7.0195
08-08-2016,228,229.6,226.09,226.16,2263584,N/A,6.93
05-08-2016,230,232,227.4,230.03,3205215,N/A,7.0486
04-08-2016,225.69,230.86,222.05,230.61,4146997,N/A,7.0664
03-08-2016,227.37,229.699,224.21,225.79,3887759,N/A,7.0436
02-08-2016,229.37,229.87,221.4,227.2,3934432,N/A,7.0876
01-08-2016,235.5,236.63,229.38,230.01,4016284,N/A,7.1752
29-07-2016,230.7,235.28,230.24,234.79,3070813,N/A,7.3244
28-07-2016,227.95,230.76,226.6,230.61,2419059,N/A,7.194
27-07-2016,229.34,233.36,226.92,228.49,2889007,N/A,7.1278
26-07-2016,227.69,230,225.3,229.51,3430042,N/A,7.1596
25-07-2016,222.27,231.39,221.372,230.01,4490683,N/A,7.1752
22-07-2016,221.99,224.5,218.88,222.27,2579692,N/A,6.9338
21-07-2016,226,227.847,219.1,220.5,4428651,N/A,6.8786
20-07-2016,226.47,229.8,225,228.36,2568498,N/A,7.1238
19-07-2016,225,229.1,224.75,225.26,3115065,N/A,7.0271
18-07-2016,219.64,227.09,218.3,226.25,3412055,N/A,7.0579
15-07-2016,222.52,222.75,219.64,220.4,2234247,N/A,6.8755
14-07-2016,223.12,224.94,221.05,221.53,2675834,N/A,6.9107
13-07-2016,225.5,225.59,220.29,222.53,3567062,N/A,6.9419
12-07-2016,224.1,227.5,223.22,224.65,4576165,N/A,7.008
11-07-2016,219.96,226.78,219.51,224.78,5429823,N/A,7.0121
08-07-2016,217.8,219.81,214.5,216.78,4074785,N/A,6.7625
07-07-2016,213.1,218.12,213.01,215.94,3612022,N/A,6.7363
06-07-2016,210,215.23,209,214.44,4919855,N/A,6.6895
05-07-2016,209.73,214.544,208,213.98,5175345,N/A,6.6752
04-07-2016,0,0,0,216.5,0,N/A,N/A
01-07-2016,206.14,218.24,206,216.5,5399951,N/A,6.7538
30-06-2016,212.97,213.5,209.02,212.28,4843111,N/A,6.6221
29-06-2016,205.13,211.78,203,210.19,5994908,N/A,6.5569
28-06-2016,201.89,204.05,199.41,201.79,6212422,N/A,6.2949
27-06-2016,190.86,198.81,187.87,198.55,7220323,N/A,6.1938
24-06-2016,190.05,195.12,189.73,193.15,7026516,N/A,6.0254
23-06-2016,195.69,197.55,192.13,196.4,10130748,N/A,6.1268
22-06-2016,199.47,205.95,195.75,196.66,23742414,N/A,6.1349
21-06-2016,220.68,222.569,218.81,219.61,4529005,N/A,6.8508
20-06-2016,219.5,223.75,218.23,219.7,3555471,N/A,6.8536
17-06-2016,217.81,219.99,214.5,215.47,3112620,N/A,6.7217
16-06-2016,217.42,218.04,213.5,217.93,2440259,N/A,6.7984
15-06-2016,216.95,221.9,215.13,217.7,2908522,N/A,6.7912
14-06-2016,218.88,222.2,212.53,214.96,3580167,N/A,6.7057
13-06-2016,219.5,225.77,217.66,217.87,4193022,N/A,6.7965
10-06-2016,227.39,227.97,218.422,218.79,6026603,N/A,6.8252
09-06-2016,234.98,235.33,227.06,229.36,4492075,N/A,7.155
08-06-2016,233.8,240.845,232.605,235.52,5971995,N/A,7.3471
07-06-2016,222.24,234.44,221.52,232.34,6213573,N/A,7.2479
06-06-2016,218,220.9,215.45,220.68,2249508,N/A,6.8842
03-06-2016,220,221.94,218.01,218.99,2228970,N/A,6.8315
02-06-2016,219.59,219.909,217.11,218.96,2032832,N/A,6.8305
01-06-2016,221.48,222.4,216.89,219.56,2982695,N/A,6.8492
31-05-2016,223.04,224.75,221.5,223.23,2789002,N/A,6.9637
30-05-2016,0,0,0,223.04,0,N/A,N/A
27-05-2016,224.99,225.93,220.75,223.04,3650272,N/A,6.9578
26-05-2016,220.5,225.26,219.05,225.12,4072424,N/A,7.0227
